	cdate	content	ddate	forum	id	invitation	nonreaders	number	original	readers	replyto	signatures	tcdate	tddate	tmdate	writers
83	1548964318999	"{'title': 'Clarifications', 'comment': '""1) It uses the NLP pipeline and the MinIE-SpaTe system. When you get the results, do you evaluate to what extent that the results are correct?""\n""2) In Section 3.4, the author mentioned the correctness is around 65%, what do you do for those incorrect tuples?""\n\n-> We report on precision and confidence scores in the new subsection 4.6. \n\n\n""3) Have you tried any task-based evaluation on your dataset?""\n\nThe OPIEC corpus is being used in other research projects. The goal of this paper is to introduce the dataset to other researchers and provide insight into its properties.\n\n'}"		HJxeGb5pTm	S1lPJM0xVN	AKBC.ws/2019/Conference/-/Paper32/Official_Comment	['AKBC.ws/2019/Conference/Paper32/Reviewers/Unsubmitted']	2		['everyone']	B1eTN16XfN	['AKBC.ws/2019/Conference/Paper32/Authors']	1548964318999		1548964318999	['AKBC.ws/2019/Conference/Paper32/Authors', 'AKBC.ws/2019/Conference']
84	1548964124855	{'title': 'New subsection added addressing common reviewers comments', 'comment': 'Thank you very much for your helpful and insightful comments! All of you asked for more information about precision; we added Section 4.6 “Precision and Confidence Score” to provide more details and statistics about precision as well as the confidence scores provided with the dataset.'}		HJxeGb5pTm	B1lrmbClEE	AKBC.ws/2019/Conference/-/Paper32/Official_Comment	['AKBC.ws/2019/Conference/Paper32/Reviewers/Unsubmitted']	1		['everyone']	HJxeGb5pTm	['AKBC.ws/2019/Conference/Paper32/Authors']	1548964124855		1548964124855	['AKBC.ws/2019/Conference/Paper32/Authors', 'AKBC.ws/2019/Conference']
85	1542459656480	{'title': 'OPIEC: An Open Information Extraction Corpus', 'authors': ['Anonymous'], 'authorids': ['AKBC.ws/2019/Conference/Paper32/Authors'], 'keywords': ['open information extraction', 'text analytics'], 'TL;DR': 'An Open Information Extraction Corpus and its in-depth analysis', 'abstract': 'Open information extraction (OIE) systems extract relations and their\n  arguments from natural language text in an unsupervised manner. The resulting\n  extractions are a valuable resource for downstream tasks such as knowledge\n  base construction, open question answering, or event schema induction. In this\n  paper, we release an OIE corpus called OPIEC extracted from the text of\n  English Wikipedia and analyze its contents. OPIEC complements the available\n  OIE resources: It is the largest OIE corpus publicly available to date (over\n  340M triples) and contains valuable metadata such as provenance information,\n  confidence scores, linguistic annotations, and semantic annotations including\n  spatial and temporal information. We analyze the OPIEC corpus by comparing its\n  content with knowledge bases such as DBpedia or YAGO, which are also based on\n  Wikipedia. We found that most of the facts between entities present in OPIEC\n  cannot be found in DBpedia and/or YAGO, that OIE facts \n  often differ in the level of specificity compared to\n  knowledge base facts, and that OIE open relations are generally highly\n  polysemous. We believe that the OPIEC corpus is a valuable resource for future\n  research on automated knowledge base construction.', 'archival status': 'Archival', 'subject areas': ['Information Extraction', 'Applications: Other'], 'pdf': '/pdf/21aa4cf3d4757825d6bcf943f6cfd748e798ff5f.pdf', 'paperhash': 'anonymous|opiec_an_open_information_extraction_corpus', '_bibtex': '@inproceedings{    \nanonymous2019opiec:,    \ntitle={OPIEC: An Open Information Extraction Corpus},    \nauthor={Anonymous},    \nbooktitle={Submitted to Automated Knowledge Base Construction},    \nyear={2019},    \nurl={https://openreview.net/forum?id=HJxeGb5pTm},    \nnote={under review}    \n}'}		HJxeGb5pTm	HJxeGb5pTm	AKBC.ws/2019/Conference/-/Blind_Submission	[]	32	B1xK6jJ66Q	['everyone']		['AKBC.ws/2019/Conference']	1542459656480		1548964021769	['AKBC.ws/2019/Conference']
86	1548954133305	{'title': 'More evaluation task has been added.', 'comment': '\n-->Q1: While the method seems to learn some amount of semantic properties, most of the baselines reported seem either outdated or ill fitted to the task and do not serve well to evaluate the value of the proposed method for the given task.\n\nAns: We have now updated the paper with two more recent relative work, Poincare[1] and LEAR[2], and empirically compare the proposed method against them in all the three evaluation tasks.\n\n[1] Poincare Embeddings [Nikel and Kiela] - NIPS 2017\n[2] Specialising Word Vectors for Lexical Entailment [Vulic and Mrksic] - NAACL-HLT 2018\n\n-->Q2: For example the JointRep baseline is based on a semantic similarity task which primarily learns word embeddings based on synonym relations and seems to not be an appropriate baseline to compare the current approach to.\n\nAns: The JointReps method used different semantic relations (synonyms, hypernyms, hyponyms… etc), however, here we used the hypernym relation when we train the JointReps to compare the proposed method with it in all the evaluation tasks.\n\n-->Q3: Further, there are two primary methods of incorporating semantic knowledge into word embeddings - by incorporating them during the training procedure or by post processing the vectors to include this knowledge. While I understand that this method falls into the first category, it is still important and essential to compare to both types of strategies of word vector specialization.\n\nAns: The evaluation proposed in the paper does, in fact, compare against both type of categories. JointReps and HyperVec fall into the first category, whereas the Retrofit method and the newly added (in the updated version of the paper) LEAR method falls into the second. In all of these methods, we used the hypernym relations to incorporate the semantic knowledge into the learnt embeddings.\n\n-->Q4: In this regard [3] has been shown to beat HyperVec and other methods on hypernym detection and directionality benchmarks and should be included in the results. \n\nAns: Thank you for the suggestion. We have now added LEAR to the updated version of the paper and empirically compare the proposed method against in all the three evaluation tasks.\nThe proposed method reports better or comparable results to LEAR in two of the main evaluation tasks (hypernym detection and hierarchical completion).\n\n-->Q5: It would be also interesting to see how the current approach fares on graded hypernym benchmarks such as Hyperlex.\n\nAns: Thank you for the suggestion. We have added a new sub-section (section 4.4) in the updated version of the paper with a new evaluation task on the graded lexical entailment prediction using HyperLex.\n\n-->Q6: Section 4.2 there is a word extending out of the column boundaries. \n\nAns: Thank you. This has been modified in the updated version of the paper.'}		S1xf-W5paX	H1g6G5sxN4	AKBC.ws/2019/Conference/-/Paper26/Official_Comment	['AKBC.ws/2019/Conference/Paper26/Reviewers/Unsubmitted']	4		['everyone']	B1eYBtGmG4	['AKBC.ws/2019/Conference/Paper26/Authors']	1548954133305		1548954133305	['AKBC.ws/2019/Conference/Paper26/Authors', 'AKBC.ws/2019/Conference']
87	1548953738863	"{'title': 'Concerns clarification', 'comment': ""-->Q1: One major question I have is for the taxonomy evaluation part, I think there are works trying to do taxonomy evaluation by using node-level and edge-level evaluation. 'A Short Survey on Taxonomy Learning from Text Corpora:\nIssues, Resources, and Recent Advances' from NAACL 2017 did a nice summarization for this. Is there any reason why this evaluation is not applicable here?\n\nAns: The above-mentioned paper is mainly about the recent work on taxonomy construction from free texts, which is different from what we are proposing in this paper. Our goal is not to create taxonomies but to learn word embeddings that preserve taxonomic information as vector representations. As we do not create taxonomies, we cannot evaluate the word embeddings using taxonomy evaluation methods.\n\n-->Q2: At the end of section 4.2, the author mentioned Retrofit, JointReps and HyperVec are using the original author prepared wordnet data. Then the supervised training data is different for different methods? Is there a more controlled experiment where all experiments are using the same training data?\n\nAns: The models Retrofit, JointReps, and HyperVec (and the newly added two recent relevant work (Poincare and LEAR)) work with pairwise relation data. However, the proposed HWE works on a full hierarchical hypernym path. Therefore, the models require slightly different data.\n\n-->Q3: In section 4.4, there are three prediction methods are introduced including ADD, SUM, and DH. The score is calculated using cosine similarity. But the loss function used in the model is by minimizing the L2 distance between word embeddings? Is there any reason why not use L2 but cosine similarity in this setting?\n\nAns: We have empirically tested both the L2 and cosine and found that the cosine to work better in the given experiment.\n\n-->Q4: Also, I'm assuming SUM and DH are using cosine similarity as well? It might be useful to add that bit of information. \n\nAns: Yes. This has been added in the updated version of the paper.\n\n-->Q5: The motivation for this paper is to using taxonomy instead of just hypernym pairs?\n\nAns: Yes\n\n-->Q6: Another line of research trying to encode the taxonomy structure into the geometry space such that the taxonomy will be automatically captured due to the self-organized geometry space. Some papers including but not restricted 'Order-Embeddings of Images and Language', 'Probabilistic Embedding of Knowledge Graphs with Box Lattice Measures'. Probably this line of work is not directly comparable, but it might be useful to add to the related work session.\n\nAns: Thank you for the suggestion. We have now updated the paper with two more related works, Poincare[1] and LEAR[2] and empirically compare the proposed method against them.\nPlease note that Probabilistic and Box Embeddings are relatively less related to the proposed method as they working on phrase embeddings and used pre-trained word embeddings to feed an LSTM for learning phrase embeddings.\n\n[1] Poincare Embeddings [Nikel and Kiela] - NIPS 2017\n[2] Specialising Word Vectors for Lexical Entailment [Vulic and Mrksic] - NAACL-HLT 2018\n\n-->Q7: In equation four of section 3, t_max appears for the first time. This equation maybe part of the GLOVE objective, but a one-sentence explanation of t_max might be needed here.\n\nAns: Yes, it is the weighting function of GloVe so that it becomes relatively small for words of large frequency and set to 100  as stated in section (4.1).\n\n-->Q8: at the end of section 3, the calculation of gradients for different parameters are given, but the optimization is actually performed by AdaGrad. Maybe it would be good to move these equations to the appendix.\n\nAns: The gradients equations have been moved to the appendix in the updated version of the paper.\n\n-->Q9: In section 4.1 experiment set up, the wordnet training data is generated by performing transitive closure I assume? How does the wordnet synsets get mapped to its surface form in order to do further training and evaluation?\n\nAns: We lemmatise the corpus and use the form given in the WordNet as the surface form.""}"		S1xf-W5paX	Sklm9dog44	AKBC.ws/2019/Conference/-/Paper26/Official_Comment	['AKBC.ws/2019/Conference/Paper26/Reviewers/Unsubmitted']	3		['everyone']	ryg8XPy4fE	['AKBC.ws/2019/Conference/Paper26/Authors']	1548953738863		1548953738863	['AKBC.ws/2019/Conference/Paper26/Authors', 'AKBC.ws/2019/Conference']
88	1548953125709	{'title': 'More recent relevant work have been added', 'comment': '-->Q1: There has been significant interest in recent work on representations aiming for exactly this goal, including:\nPoincare Embeddings [Nikel and Kiela], \nOrder Embeddings [Vendrov et al], \nProbabilistic Order Embeddings [Lai and Hockenmaier], \nBox embeddings [Vilnis et al]. \nIt seems that there should be empirical comparisons to these methods. \n\nAns: Thank you for the suggestion. Poincare seems to be an excellent fit to be empirically compared against the proposed method, as they both share a similar spirit to explicitly learn hierarchical word embeddings rather than hypernymy-specific embeddings\nWe have now updated the paper with two more related works, Poincare[1] and LEAR[2] and empirically compare the proposed method against them.\nWe have also updated the paper with a new evaluation task (section 4.4) to test the proposed method on a graded lexical entailment as suggested by reviewer3.\nThe proposed method reports an improvement over most of the prior works, including Poincare, in the three tasks (hypernym detection, graded lexical entailment, and the hierarchical path completion), except for the LEAR in two datasets.\nMore interestingly, Poincare seems to perform well in the proposed hierarchical path completion task in contrast to the other methods apart from HWE. The fact that Poincare embeddings, a hierarchical word embeddings learn method, reports good performance on this hierarchical path completion task, suggests that this is an appropriate task for evaluating hierarchies and embeddings. \n\nPlease note that Probabilistic and Box Embeddings are relatively less related to the proposed method as they work on phrase embeddings and use pre-trained word embeddings to feed an LSTM for learning phrase embeddings.\n\n[1] Poincare Embeddings [Nikel and Kiela] - NIPS 2017\n[2] Specialising Word Vectors for Lexical Entailment [Vulic and Mrksic] - NAACL-HLT 2018\n\n\n-->Q2: I found the order of presentation awkward, and sometimes hard to follow. For example, I would have liked to see a clear explanation of test-time inference before the learning objective was presented, and I’m still left wondering why there is not a closer correspondence between the multiple inference methods described (in Table 3) and the learning objective.\n\nAns: We use the hierarchical word embeddings produced by the proposed method (HWE) in three tasks: hypernym detection (section 4.3), graded lexical entailment (section 4.4) and the hierarchical path completion (section 4.5).\nEach task has different inference methods, and that is the reason why we describe the inference methods under each section separately and not in the method for learning hierarchical word embeddings section.\nFor example, for the first task (section 4.3) we used the concatenation approach as stated in the section.\nSimilarly, for the graded lexical entailment task, we used the inference method described in section 4.4 (Eq. (6)).\nThe inference methods described in Table 3 are specific to the hierarchical path completion task.\nAmong the different inference methods compared in Table 3, ADD corresponds closely to the training objective used by the HWE learning method we propose (see Eq. (2)). This might explain why ADD turns out to be the best inference methods in Table 3.\n\n\n-->Q3: I would also have liked to see a clear motivation for why the GloVE embedding is compatible with and beneficial for the hypernym task. “Relatedness” is different than “hypernymy.”\n\nAns: All the datasets in the hypernym identification task are pairwise relation data, and it could be the case that it easier for such distributional methods to pick the hypernymy, where hypernymy tend to occur in similar context.'}		S1xf-W5paX	ByeAXLjlEV	AKBC.ws/2019/Conference/-/Paper26/Official_Comment	['AKBC.ws/2019/Conference/Paper26/Reviewers/Unsubmitted']	2		['everyone']	ByxfoMkHM4	['AKBC.ws/2019/Conference/Paper26/Authors']	1548953125709		1548953125709	['AKBC.ws/2019/Conference/Paper26/Authors', 'AKBC.ws/2019/Conference']
89	1542459642242	{'title': 'Joint Learning of Hierarchical Word Embeddings from a Corpus and a Taxonomy', 'authors': ['Anonymous'], 'authorids': ['AKBC.ws/2019/Conference/Paper26/Authors'], 'keywords': ['Hierarchical Embeddings', 'Word Embeddings', 'Taxonomy'], 'TL;DR': 'We presented a method to jointly learn a Hierarchical Word Embedding (HWE) using a corpus and a taxonomy for identifying the hypernymy relations between words.', 'abstract': 'Identifying the hypernym relations that hold between words is a fundamental task in NLP. Word embedding methods have recently shown some capability to encode hypernymy. However, such methods tend not to explicitly encode the hypernym hierarchy that exists between words. In this paper, we propose a method to learn a hierarchical word embedding in a speciﬁc order to capture the hypernymy. To learn the word embeddings, the proposed method considers not only the hypernym relations that exists between words on a taxonomy, but also their contextual information in a large text corpus. The experimental results on a supervised hypernymy detection and a newly-proposed hierarchical path completion tasks show the ability of the proposed method to encode the hierarchy. Moreover, the proposed method outperforms previously proposed methods for learning word and hypernym-speciﬁc word embeddings on multiple benchmarks.', 'pdf': '/pdf/1bc7582c4036fe878cc9b187ea4c7f3e95007c28.pdf', 'archival status': 'Non-Archival', 'subject areas': ['Machine Learning', 'Natural Language Processing', 'Knowledge Representation'], 'paperhash': 'anonymous|joint_learning_of_hierarchical_word_embeddings_from_a_corpus_and_a_taxonomy', '_bibtex': '@inproceedings{    \nanonymous2019joint,    \ntitle={Joint Learning of Hierarchical Word Embeddings from a Corpus and a Taxonomy},    \nauthor={Anonymous},    \nbooktitle={Submitted to Automated Knowledge Base Construction},    \nyear={2019},    \nurl={https://openreview.net/forum?id=S1xf-W5paX},    \nnote={under review}    \n}'}		S1xf-W5paX	S1xf-W5paX	AKBC.ws/2019/Conference/-/Blind_Submission	[]	26	H1lSaLU2am	['everyone']		['AKBC.ws/2019/Conference']	1542459642242		1548952818736	['AKBC.ws/2019/Conference']
90	1548949438962	{'comment': 'Hi, I have a follow-up question regarding condition Batchnorm. What are the values of the embedding_dimension used for G with different resolutions? I could not find this information in the paper. Thanks.', 'title': 'embedding_dimension'}		B1xsqj09Fm	HklDpwqgVV	ICLR.cc/2019/Conference/-/Paper563/Public_Comment	[]	11		['everyone']	rJlFIzT0YX	['(anonymous)']	1548949438962		1548949438962	['(anonymous)', 'ICLR.cc/2019/Conference']
91	1548947633960	{'comment': 'Hi, thanks for this interesting work. Do you have public available codes to reproduce the results?', 'title': 'Avaliable Code'}		HkxLXnAcFQ	Bye5ng5xEV	ICLR.cc/2019/Conference/-/Paper1361/Public_Comment	[]	4		['everyone']	HkloHv_hxV	['(anonymous)']	1548947633960		1548947633960	['(anonymous)', 'ICLR.cc/2019/Conference']
92	1548947574833	"{'pros': 'This paper proposes and demonstrates a deep learning method for\nreconstruction and segmentation of tomographic ultrasound images that\ncapture tissue properties. The authors focus on breast tumor\nsegmentation as the application. The initialize the reconstruction by\napplying the commonly used optimization-based method, followed by a\nneural network to refine the reconstructed image and segment the\ntumor. The authors demonstrate reasonable accuracy in synthetically\ngenerated computational breast tumor phantoms.\n\nThe paper tackles an important problem, and the authors take a\nreasonable approach. Unfortunately, the experimental demonstration\nfocuses entirely on synthetic images (both training and testing) of\nthree tumor phantoms and fails to convince that the proposes approach\nwill generalize to real images. The paper could use a thorough editing\nto remove tutorial text and add specific details on what the authors\ndid. Overall, the paper falls short and I recommend rejection.', 'cons': 'The paper\'s innovation is in employing neural networks to improve\nreconstruction, rather than on the methodology of the neural networks\nthemselves. This suggests two changes to make this a stronger\ncontribution. First, the paper should be rewritten to substantially\nshorten the exposition on the tomographic reconstruction in the\nintroduction of the paper, and to add missing details as discussed\nbelow. Second, the experimental evaluation must be strengthened to\ninclude real images. At this preliminary stage, it would be fine to\nuse (physical) phantoms. Without such a demonstration, it is hard to\nbelieve that the methods trained on digital phantoms with limited\nanatomical variability and well controlled noise would generalize to\nimages acquired by a real imaging system.\n\nI was confused by the experimental setup where the authors train on\n""unrotated"" images, and test on images that were rotated. Since the\nauthors provide no details on data augmentation, it is hard to tell\nhow rotation at test time would interact with augmentation during\ntraining. The table indicates that the performance drops when the test\nimages are rotated, which suggests the authors need to augment more\naggressively.\n\nThe paper is very unclear about how training and testing data sets are\ngenerated. In particular, the authors should clarify that no phantom\ncontributed to both data sets (even not different images of the same\nphantom). Sharing examples (e.g., different images of the same\nphantom) between training and testing image sets would explain very\nhigh accuracy, which I would expect to drop of the two data sets are\ntruly disjoint.\n\nIn conclusion, the paper would be strengthened by careful editing to\ninclude relevant details and by including evaluation on real\nimages.', 'rating': '1: strong reject', 'confidence': '2: The reviewer is fairly confident that the evaluation is correct'}"		H1lkgwfeg4	rylyYe9l4N	MIDL.io/2019/Conference/-/Paper78/Official_Review	[]	3		['everyone']	H1lkgwfeg4	['MIDL.io/2019/Conference/Paper78/AnonReviewer2']	1548947574833		1548947574833	['MIDL.io/2019/Conference/Paper78/AnonReviewer2']
93	1548947482628	{'pros': 'This paper proposes a novel data augmentation approach based on the\nsuperpixel representation of the image. In particular, the authors\ngenerate superpixel parcelation of the training images and add a term\nto the cost function that penalizes classifier (segmentor) errors when\napplied to the superpixelized image. The authors evaluate their\napproach on several biomedical image data sets and demonstrate robust\nimprovement in the segmentation accuracy. The paper offers an\ninteresting idea that others in the community might find useful to\nimprove the robustness of their models.\n', 'cons': 'The innovation is relatively minor.', 'rating': '3: accept', 'confidence': '2: The reviewer is fairly confident that the evaluation is correct'}		H1gLLOgxeE	Bke77eclVN	MIDL.io/2019/Conference/-/Paper55/Official_Review	[]	3		['everyone']	H1gLLOgxeE	['MIDL.io/2019/Conference/Paper55/AnonReviewer3']	1548947482628		1548947482628	['MIDL.io/2019/Conference/Paper55/AnonReviewer3']
94	1538087764182	{'title': 'Distribution-Interpolation Trade off in Generative Models', 'abstract': 'We investigate the properties of multidimensional probability distributions in the context of latent space prior distributions of implicit generative models. Our work revolves around the phenomena arising while decoding linear interpolations between two random latent vectors -- regions of latent space in close proximity to the origin of the space are oversampled, which restricts the usability of linear interpolations as a tool to analyse the latent space. We show that the distribution mismatch can be eliminated completely by a proper choice of the latent probability distribution or using non-linear interpolations. We prove that there is a trade off between the interpolation being linear, and the latent distribution having even the most basic properties required for stable training, such as finite mean. We use the multidimensional Cauchy distribution as an example of the prior distribution, and also provide a general method of creating non-linear interpolations, that is easily applicable to a large family of commonly used latent distributions.', 'keywords': ['generative models', 'latent distribution', 'Cauchy distribution', 'interpolations'], 'authorids': ['damian.lesniak@doctoral.uj.edu.pl', 'igor.sieradzki@doctoral.uj.edu.pl', 'igor.podolak@uj.edu.pl'], 'authors': ['Damian Leśniak', 'Igor Sieradzki', 'Igor Podolak'], 'pdf': '/pdf/c8cf3f89c46e12f811b33ef4b0dc06b18fa6e477.pdf', 'paperhash': 'leniak|distributioninterpolation_trade_off_in_generative_models', 'TL;DR': 'We theoretically prove that linear interpolations are unsuitable for analysis of trained implicit generative models. ', '_bibtex': '@inproceedings{\nleśniak2018distributioninterpolation,\ntitle={Distribution-Interpolation Trade off in Generative Models},\nauthor={Damian Leśniak and Igor Sieradzki and Igor Podolak},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=SyMhLo0qKQ},\n}'}		SyMhLo0qKQ	SyMhLo0qKQ	ICLR.cc/2019/Conference/-/Blind_Submission	[]	211	r1gNI7nDtQ	['everyone']		['ICLR.cc/2019/Conference']	1538087764182		1548942047024	['ICLR.cc/2019/Conference']
95	1548268985956	{'pros': 'This paper proposed an end-to-end framework that reconstructs B-mode US images directly from the acquired\nraw US signals.\n\nThe technical contribution seems sound.\n', 'cons': 'The motivation for this architecture is unclear.\nThe paper need to be compared with state-of-the-art methods.\nSome technical details are missing.\nIt is not clear to me why the proposed DeepFormer architecture should be better than traditional Deep Learning.\n- Sec. 3. The authors write that a comprising of data from 6 healthy participants and 2541 total frames. Can you describe how, or provide a reference?\n- There are 8 classes in total for the classification task and Table2 shows a single accuracy for all classes. You must mention the accuracy for each class. \n', 'rating': '3: accept', 'confidence': '3: The reviewer is absolutely certain that the evaluation is correct and very familiar with the relevant literature'}		SygEcVLHl4	BklfaHV8QV	MIDL.io/2019/Conference/-/Paper158/Official_Review	[]	2		['everyone']	SygEcVLHl4	['MIDL.io/2019/Conference/Paper158/AnonReviewer2']	1548268985956		1548929948969	['MIDL.io/2019/Conference/Paper158/AnonReviewer2']
96	1538087762337	"{'title': 'Practical lossless compression with latent variables using bits back coding', 'abstract': ""Deep latent variable models have seen recent success in many data domains. Lossless compression is an application of these models which, despite having the potential to be highly useful, has yet to be implemented in a practical manner. We present '`Bits Back with ANS' (BB-ANS), a scheme to perform lossless compression with latent variable models at a near optimal rate. We demonstrate this scheme by using it to compress the MNIST dataset with a variational auto-encoder model (VAE), achieving compression rates superior to standard methods with only a simple VAE. Given that the scheme is highly amenable to parallelization, we conclude that with a sufficiently high quality generative model this scheme could be used to achieve substantial improvements in compression rate with acceptable running time. We make our implementation available open source at https://github.com/bits-back/bits-back ."", 'keywords': ['compression', 'variational auto-encoders', 'deep latent gaussian models', 'lossless compression', 'latent variables', 'approximate inference', 'variational inference'], 'authorids': ['james.townsend@cs.ucl.ac.uk', 'thomas.bird@cs.ucl.ac.uk', 'david.barber@ucl.ac.uk'], 'authors': ['James Townsend', 'Thomas Bird', 'David Barber'], 'TL;DR': 'We do lossless compression of large image datasets using a VAE, beat existing compression algorithms.', 'pdf': '/pdf/08cc19e14ef95359074bad044b4451196660e84c.pdf', 'paperhash': 'townsend|practical_lossless_compression_with_latent_variables_using_bits_back_coding', '_bibtex': '@inproceedings{\ntownsend2018practical,\ntitle={Practical lossless compression with latent variables using bits back coding},\nauthor={James Townsend and Thomas Bird and David Barber},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=ryE98iR5tm},\n}'}"		ryE98iR5tm	ryE98iR5tm	ICLR.cc/2019/Conference/-/Blind_Submission	[]	201	H1eapj0dKQ	['everyone']		['ICLR.cc/2019/Conference']	1538087762337		1548928956905	['ICLR.cc/2019/Conference']
97	1548310544672	{'title': 'Thanks for the critical review. We were intrigued by your comments. Our response is as follows:  (1/2)', 'comment': '\nComment 1:\nIncomplete evaluation and mention detection not improving on FIGER as the results reported for the baseline used in our work is different for the results reported in the original FIGER paper (Table 2 of http://xiaoling.github.io/pubs/ling-aaai12.pdf)\n\nResponse to comment 1:\nThis is indeed a very interesting observation. We would like to clarify here that the results reported in the FIGER paper and in the baseline of the proposed work are not comparable due to the following reasons:\n1. The datasets used are different as the FIGER paper does not use the FIGER dataset for a part of their experiments. This might seems surprising and can be easily missed as it is mentioned in the footnote 4 of the FIGER paper, decoupled with the result table.\n2. The learning models are different.\n\nWe followed a simple and consistent evaluation strategy for Table 5, which we summarize below:\n1. Entity Recognition can be decomposed into two sub-problems: Entity Detection and Entity Classification\n2. Use current state-of-the-art learning model for both the sub-problems in a pipelined manner and report the result for the entity recognition task. \n3. The dataset used for the sub-problems is the same, as mentioned in Table 5. There is other interpretation of results as that of the results reported in the FIGER paper.\n\nWe apologize for not bringing the correct interpretation of the results in the FIGER paper beforehand, which could have avoided this confusion.\n\nWe would like to add here that mention detection is improving on both the datasets: FIGER and 1k-WFB-g. Please refer to Table 4. The resulting analysis of entity detection is available in Section 5.2.4. Also, there is an analysis of entity detection in Section 3. The improvement for mention detection is 0.08% F1 on FIGER dataset and 15.21% F1 on 1k-WFB-g. Note that although the improvement is small on FIGER, this improvement is over a model trained on a manually annotated (complete noise-free) dataset which matches well with FIGER dataset as both have predominant mentions of person, location and organization entity types. When we compare with a distantly supervised dataset, we have an improvement of 37.11% on FIGER dataset.\n\nWe hope that this clarification will resolve the concerns about incomplete evaluation. We have updated Section 3 (last paragraph) and Section 5.2.2 (last paragraph) to clearly state that the results in FIGER paper are not directly comparable. \n\nWe will be glad to answer any other questions related to the evaluation. \n\n\nComment 2:\nResemblance to http://www.aclweb.org/anthology/P18-2015\n\nResponse to comment 2:\nWe agree that at an abstract level, the pruning of noisy dataset idea is the same. However, there are fundamental differences between these works:\n1. The tasks are different, the referred paper by the reviewer is removing the false positives for relation extraction task and our work is removing false positives and false negatives for the entity detection task.\n2. The fundamental approach for these two different tasks is also different, where the referred work is a modeling approach and our being a heuristic approach.\n\nIt is possible to add a learning model to make certain decisions instead of a pure heuristic approach used in our framework. We consider this as a future work. This is also suggested by Reviewer 1.\n\nWe would like to mention here that the main contributions of this work are:\n1. An analysis that the existing coarsely annotated datasets such as CoNLL are not suitable to detect entity mentions in the context of FIGER and TypeNET type hierarchies. (Section 3)\n2. A framework to automatically construct quality datasets suitable for fine entity detection and typing. (Section 4)\n3. Establish the state-of-the-art baselines on FIGER and new manually annotated corpus which is much richer than FIGER evaluation corpus. (Section 5)\n\nAdditionally, in the final version, we will update the related work section incorporating a reference to the work suggested by the reviewer along with other works which are also similar at an abstract level. \n\n\nComment 3:\nDescription of the new datasets is missing\n\nResponse to comment 3:\nWe would like to specify that the generated datasets description is mentioned in Section 5, overview paragraph. We also report various statistics of the datasets in Table 2. We have updated the Section 5.2.2 to include a description of evaluation datasets.\n\nWe hope that our response will clarify your concerns. '}		HylHE-9p6m	S1lKf_A8mE	AKBC.ws/2019/Conference/-/Paper45/Official_Comment	['AKBC.ws/2019/Conference/Paper45/Reviewers/Unsubmitted']	2		['everyone']	H1enOAVBGE	['AKBC.ws/2019/Conference/Paper45/Authors']	1548310544672		1548915578754	['AKBC.ws/2019/Conference/Paper45/Authors', 'AKBC.ws/2019/Conference']
98	1538087776118	{'title': 'Hierarchical Reinforcement Learning via Advantage-Weighted Information Maximization', 'abstract': 'Real-world tasks are often highly structured. Hierarchical reinforcement learning (HRL) has attracted research interest as an approach for leveraging the hierarchical structure of a given task in reinforcement learning (RL). However, identifying the hierarchical policy structure that enhances the performance of RL is not a trivial task. In this paper, we propose an HRL method that learns a latent variable of a hierarchical policy using mutual information maximization. Our approach can be interpreted as a way to learn a discrete and latent representation of the state-action space. To learn option policies that correspond to modes of the advantage function, we introduce advantage-weighted importance sampling.  \nIn our HRL method, the gating policy learns to select option policies based on an option-value function, and these option policies are optimized based on the deterministic policy gradient method. This framework is derived by leveraging the analogy between a monolithic policy in standard RL and a hierarchical policy in HRL by using a deterministic option policy.  Experimental results indicate that our HRL approach can learn a diversity of options and that it can enhance the performance of RL in continuous control tasks.', 'keywords': ['Hierarchical reinforcement learning', 'Representation learning', 'Continuous control'], 'authorids': ['osa@mfg.t.u-tokyo.ac.jp', 'voot.tangkaratt@riken.jp', 'sugi@k.u-tokyo.ac.jp'], 'authors': ['Takayuki Osa', 'Voot Tangkaratt', 'Masashi Sugiyama'], 'TL;DR': 'This paper presents a hierarchical reinforcement learning framework based on deterministic option policies and mutual information maximization. ', 'pdf': '/pdf/203bab11dc8eb66646694b8d563258a05059a345.pdf', 'paperhash': 'osa|hierarchical_reinforcement_learning_via_advantageweighted_information_maximization', '_bibtex': '@inproceedings{\nosa2018hierarchical,\ntitle={Hierarchical Reinforcement Learning via Advantage-Weighted Information Maximization},\nauthor={Takayuki Osa and Voot Tangkaratt and Masashi Sugiyama},\nbooktitle={International Conference on Learning Representations},\nyear={2019},\nurl={https://openreview.net/forum?id=Hyl_vjC5KQ},\n}'}		Hyl_vjC5KQ	Hyl_vjC5KQ	ICLR.cc/2019/Conference/-/Blind_Submission	[]	278	S1gPflx5KQ	['everyone']		['ICLR.cc/2019/Conference']	1538087776118		1548910905737	['ICLR.cc/2019/Conference']
